filename	label	span_ini	span_end	term	code	sem_rel	is_abbrev	is_composite	need_context
es-S1137-66272013000100023-1	SINTOMA	1160	1177	masa prevertebral	410730009	NARROW	False	False	False
es-S1130-05582003000600004-2	SINTOMA	1056	1148	masa radiolúcida homogénea unilocular de 5 cm de diámetro mayor, que ocupaba todo el maxilar	128234004	NARROW	False	False	False
es-S0365-66912004001000008-1	SINTOMA	918	986	masa redondeada localizada entre la raíz del iris y el cuerpo ciliar	248509009	NARROW	False	False	False
es-S1130-05582003000600004-2	SINTOMA	841	873	masa, se extendía hacia palatino	1196999009	NARROW	False	False	False
es-S1698-69462006000100003-1	SINTOMA	1030	1065	maxilar inferior desdentado parcial	371084005	NARROW	False	False	False
es-S1698-69462006000100003-1	SINTOMA	1067	1100	maxilar superior desdentado total	128234004	NARROW	False	False	False
es-S0210-48062007000300014-1	SINTOMA	659	672	meato central	249302009	NARROW	False	False	True
es-S0365-66912004001200010-2	SINTOMA	1113	1150	megacariocitos displásicos y atípicos	167939004	NARROW	False	False	True
es-S0365-66912009001100005-3	SINTOMA	382	399	meninges intactas	299729001	NARROW	False	False	False
es-S1698-69462006000100006-1	SINTOMA	873	883	meteorismo	722879009	EXACT	False	False	False
es-S0210-48062005000400012-1	SINTOMA	449	471	micción en dos tiempos	47252008	NARROW	False	False	False
es-S0210-48062005000400012-1	SINTOMA	388	404	micción nocturna	300470007	NARROW	False	False	True
es-S1137-66272011000300024-1	SINTOMA	3415	3440	microalbuminuria negativa	167583002	EXACT	False	False	False
es-S1139-76322016000300009-1	SINTOMA	1424	1457	microcalcificaciones testiculares	117261000119108	EXACT	False	False	False
es-S1130-01082008000900017-1	SINTOMA	2007	2041	microcoils próximos al divertículo	82380002	NARROW	False	False	True
es-S0210-48062007000300014-1	SINTOMA	2043	2070	Microdeleciones cromosoma Y	717158001	EXACT	False	False	False
es-S0365-66912007001200009-1	SINTOMA	1308	1321	miodesospsias	15013002	EXACT	False	False	False
es-S1699-695X2015000200010-1	SINTOMA	1088	1135	molestias a la palpación de la cabeza del radio	298928007	NARROW	False	False	False
es-S0212-16112010000100017-1	SINTOMA	348	370	molestias en hemitórax	279084009	EXACT	False	False	False
es-S1130-63432014000400016-1	SINTOMA	3068	3079	monocitosis	418697001	EXACT	False	False	False
es-S0210-48062007001000004-1	SINTOMA	1640	1649	monorquio	87310001	EXACT	False	False	False
es-S1130-05582015000400005-1	SINTOMA	275	299	mordida abierta anterior	67289000	EXACT	False	False	False
es-S1137-66272013000100024-1	SINTOMA	1770	1800	movilidad completa no dolorosa	160680006	EXACT	False	False	False
es-S1134-80462015000200005-1	SINTOMA	3409	3443	movimiento potencialmente doloroso	425423002	EXACT	False	False	False
es-S1139-76322016000400018-1	SINTOMA	1815	1836	movimientos anormales	225606002	EXACT	False	False	False
es-S1130-01082005001200011-1	SINTOMA	1894	1928	movimientos anormales en su pierna	249968003	EXACT	False	False	False
es-S0376-78922008000400008-1	SINTOMA	211	236	movimientos lateralizados	1231186006	EXACT	False	False	True
es-S1130-01082010000700014-1	SINTOMA	533	572	mucosa de intestino grueso, con erosión	415767003	EXACT	False	False	False
es-S0376-78922008000400008-1	SINTOMA	772	796	mucosa labial enrojecida	249400000	NARROW	False	False	False
es-S1139-76322016000400018-1	SINTOMA	1939	1999	muesca en la pared posterior del tercio superior del esófago	912005	NARROW	False	False	True
es-S0376-78922015000400012-1	SINTOMA	223	274	muñeca izquierda y produciéndose una hiperextensión	298966005	NARROW	False	False	False
es-S0004-06142008000300012-1	SINTOMA	667	682	Murphy negativo	300353003	EXACT	False	False	False
es-S0212-16112009000600018-1	SINTOMA	2360	2396	Na, K, Cl, Calcio y fósforo normales	166685005	EXACT	False	False	False
es-S0004-06142007000900012-1	SINTOMA	694	715	neoformación cortical	108369006	NARROW	False	False	True
es-S1134-80462014000500004-1	SINTOMA	2789	2804	neo-osificación	128419007	NARROW	False	False	True
es-S0213-12852006000600002-1	SINTOMA	4544	4556	neutropénica	72885007	EXACT	False	False	False
es-S0210-48062009000200019-1	SINTOMA	598	636	nitritos positivos en la tira reactiva	314137006	EXACT	False	False	False
es-S1130-05582008000400004-1	SINTOMA	1247	1301	niveles elevados de calcio y de parathormona en sangre	166702002	EXACT	False	False	False
es-S1130-05582008000400004-1	SINTOMA	724	787	niveles elevados de parathormona urinaria y de calcio sanguíneo	166702002	EXACT	False	False	False
es-S0213-12852006000600002-1	SINTOMA	794	842	nódulo no doloroso a nivel del incisivo superior	1163581009	NARROW	False	False	False
es-S0212-71992005000600008-1	SINTOMA	2129	2149	nódulo periumbilical	448569009	EXACT	False	False	False
es-S0004-06142008000500009-1	SINTOMA	1521	1557	normalidad de la vía urinaria en UIV	275730006	EXACT	True	False	True
es-S0211-57352011000400009-1	SINTOMA	4428	4473	normalización de niveles plasmáticos de sodio	166692000	EXACT	False	False	False
S0004-06142006000100014-1	SINTOMA	1748	1774	normofunción contralateral	118228005	NARROW	False	False	False
es-S0213-12852006000600002-1	SINTOMA	4537	4542	obitó	419620001	EXACT	False	False	False
es-S0213-12852003000500002-1	SINTOMA	1423	1462	Oclusalmente presentaba mordida cruzada	109495004	EXACT	False	False	False
es-S0004-06142008000300012-1	SINTOMA	1281	1315	oclusión completa de la luz de VCI	470760002	EXACT	True	False	True
es-S1130-14732005000300004-1	SINTOMA	1864	1892	oclusión del flujo vertebral	195182007	EXACT	False	False	False
es-S1130-14732005000300004-1	SINTOMA	1357	1410	ocupación del receso anterolateral del canal raquídeo	76107001	NARROW	False	False	False
es-S0211-69952009000600023-1	SINTOMA	2084	2129	OD con alteración de la sensibilidad relativa	373423002	NARROW	True	False	True
es-S1137-66272014000200013-1	SINTOMA	329	355	OI de no percepción de luz	63063006	NARROW	True	False	True
es-S0211-69952009000600023-1	SINTOMA	2179	2224	OI hay una reducción total de la sensibilidad	373423002	EXACT	True	False	True
es-S0365-66912007000200009-1	SINTOMA	1183	1252	ojo izquierdo presentaba una alteración a nivel del eje azul amarillo	301979008	NARROW	False	False	False
es-S0365-66912007000200011-1	SINTOMA	227	236	ojo único	92972001	EXACT	False	False	False
es-S1139-76322016000300015-1	SINTOMA	49	73	ombligo poco cicatrizado	289318004	EXACT	False	False	False
es-S1130-63432014000500008-1	SINTOMA	711	748	ondas T negativas en la cara anterior	704999008	EXACT	False	False	False
es-S0365-66912012000300005-1	SINTOMA	374	422	opacidad incipiente del cristalino en ambos ojos	840576009	EXACT	False	False	False
es-S1699-695X2015000200010-1	SINTOMA	1285	1321	oposición del pulgar está conservada	299190001	NARROW	False	False	False
es-S0212-71992005001100007-1	SINTOMA	1238	1263	orina: Proteínas positivo	167275009	EXACT	False	False	False
es-S1134-80462014000500004-1	SINTOMA	2397	2424	osificaciones heterotópicas	128491006	EXACT	False	False	False
es-S1139-76322013000200009-1	SINTOMA	318	344	otoscopia sin alteraciones	164178007	EXACT	False	False	False
es-S0004-06142008000400013-1	SINTOMA	351	393	ovario derecho de características normales	289847001	EXACT	False	False	False
es-S0211-69952016000600552-1	SINTOMA	1714	1722	oxaluria	367621000119107	EXACT	False	False	False
es-S1698-69462006000100003-1	SINTOMA	1143	1159	paladar profundo	27272007	NARROW	False	False	False
es-S1130-01082008000300010-1	SINTOMA	779	794	palidez de piel	1209208002	NARROW	False	False	False
es-S1139-76322009000100006-1	SINTOMA	898	912	palidez facial	1209208002	EXACT	False	False	False
es-S1130-01082010000700014-1	SINTOMA	369	398	parásitos en heces: negativos	167596001	EXACT	False	False	False
es-S1135-76062013000100008-1	SINTOMA	1202	1288	paredes del estómago están adelgazadas y con áreas de aspecto hemorrágico en la mucosa	414391001	NARROW	False	False	False
es-S1135-76062013000200010-1	SINTOMA	2449	2523	parénquima hepático muy alterado con destrucción de la arquitectura normal	300324004	NARROW	False	False	True
es-S0378-48352006000300005-1	SINTOMA	3212	3250	parénquimas pulmonares bien ventilados	827032003	EXACT	False	False	False
es-S1887-85712014000100005-1	SINTOMA	562	604	paresia del IV par craneal del ojo derecho	20610004	EXACT	False	False	False
es-S1139-76322015000400012-1	SINTOMA	526	584	parietoccipital izquierda se apreciaba una escara negruzca	87319000	NARROW	False	False	True
es-S1137-66272011000300024-1	SINTOMA	1312	1342	Paroniquia en cuarto dedo mano	444646006	EXACT	False	False	False
es-S0365-66912007000100009-1	SINTOMA	625	654	párpados edematosos a tensión	89091004	EXACT	False	False	False
es-S0212-71992004001100006-1	SINTOMA	2293	2320	patrón férrico inflamatorio	73511000119101	NARROW	False	False	False
es-S0004-06142008000700003-1	SINTOMA	1560	1606	pelotón de gasas adherida a la pared vesical	211649008	NARROW	False	False	False
es-S0376-78922012000400009-1	SINTOMA	454	508	pene de tamaño exagerado dimensión horizontal (grosor)	88673001	EXACT	False	False	False
es-S0211-57352013000300011-1	SINTOMA	2482	2507	pensamiento desorganizado	736319003	EXACT	False	False	False
es-S0365-66912012000800005-1	SINTOMA	86	119	pérdida de agudeza visual del ojo	13164000	EXACT	False	False	False
es-S1699-695X2015000200010-1	SINTOMA	90	120	pérdida de fuerza en las manos	299042006	EXACT	False	False	False
es-S1888-75462016000400180-1	SINTOMA	1082	1105	pérdida de sensibilidad	33653009	EXACT	False	False	False
es-S1137-66272014000200013-1	SINTOMA	59	98	pérdida de visión de ojo izquierdo (OI)	274571007	EXACT	True	False	False
es-S1699-65852007000300003-1	SINTOMA	2838	2866	pérdida ósea periimplantaria	718067000	EXACT	False	False	True
es-S0365-66912007000900016-1	SINTOMA	1062	1109	pérdida visual al nivel de 20/60 OD y 20/30 OI,	193722001	EXACT	True	False	False
es-S1130-01082009000200012-1	SINTOMA	460	471	perforación	36191001	EXACT	False	False	False
es-S1137-66272016000300010-1	SINTOMA	1045	1065	Peristaltismo normal	28423000	EXACT	False	False	False
es-S1139-76322009000700016-1	SINTOMA	1148	1168	Peristaltismo normal	28423000	EXACT	False	False	False
es-S1130-01082006000900014-1	SINTOMA	2682	2716	permeabilidad de eje esplenoportal	129579005	EXACT	False	False	False
es-S1139-76322016000300015-1	SINTOMA	1926	1949	permeabilidad del uraco	398316009	EXACT	False	False	False
es-S0376-78922009000400011-1	SINTOMA	53	114	picadura de raya a nivel de la superficie interna del tobillo	283830007	NARROW	False	False	False
es-S0212-71992005001100007-1	SINTOMA	1146	1176	pico monoclonal en banda gamma	109983007	EXACT	False	False	False
es-S0211-69952012000700028-1	SINTOMA	2105	2123	picos monoclonales	414763006	EXACT	False	False	False
es-S0376-78922008000400008-1	SINTOMA	970	982	piel íntegra	444884003	EXACT	False	False	False
es-S0210-48062006000700012-1	SINTOMA	827	860	piocitos en el sedimento de orina	275765006	EXACT	False	False	False
es-S0210-56912011000200009-1	SINTOMA	345	378	placas blanquecinas en orofaringe	33431000119109	NARROW	False	False	False
es-S0212-71992005000400007-1	SINTOMA	1301	1319	plaquetas gigantes	44687006	EXACT	False	False	False
es-S0212-71992005001100007-1	SINTOMA	2005	2026	Plasmocitosis medular	70958007	EXACT	False	False	False
es-S0365-66912012000500003-1	SINTOMA	1980	2034	pliegues a nivel de la retina interna/EPR/coriocapilar	37480005	EXACT	True	False	True
es-S0365-66912007000900010-1	SINTOMA	1124	1160	pliegues coroideos bien visualizados	231998005	EXACT	False	False	False
es-S1137-66272011000300024-1	SINTOMA	767	777	polidipsia	237727005	EXACT	False	False	True
es-S0365-66912012000800005-1	SINTOMA	222	260	polo anterior no mostraba alteraciones	418727003	NARROW	False	False	True
S0004-06142006000100010-1	SINTOMA	418	471	polo superior de riñón derecho desplazado hacia abajo	366263008	NARROW	False	False	False
es-S0210-48062009000300013-1	SINTOMA	211	238	Portador de catéter doble J	763659007	EXACT	False	False	False
es-S0378-48352005000100005-2	SINTOMA	168	205	positivos, al igual que el Herceptest	1162602001	EXACT	False	False	False
es-S0211-69952009000600023-1	SINTOMA	1806	1866	Potenciales evocados visuales en OD y OI de mediana amplitud	277114007	NARROW	True	False	False
es-S0210-48062007000300014-1	SINTOMA	639	657	prepucio retráctil	366289008	EXACT	False	False	False
es-S1699-695X2015000200010-1	SINTOMA	1252	1280	presa-puño-pinza es completa	284272005	NARROW	False	False	True
es-S0211-69952012000500025-1	SINTOMA	1909	1944	presentaba pulsos humeral y cubital	301156006	EXACT	False	False	False
es-S2254-28842014000200009-1	SINTOMA	490	501	presíncopes	427461000	EXACT	False	False	False
es-S0210-48062007000300014-1	SINTOMA	432	455	problemas eyaculatorios	386790008	EXACT	False	False	False
es-S0210-48062007000300014-1	SINTOMA	370	407	problemas para la erección voluntaria	276364001	EXACT	False	False	False
es-S1130-05582015000400005-1	SINTOMA	1207	1242	problemas relacionados con el habla	310814007	EXACT	False	False	False
es-S0212-71992008000700009-1	SINTOMA	233	250	profusión del ojo	301919003	EXACT	False	False	True
es-S1134-80462015000200005-1	SINTOMA	1240	1274	prominencia discal difusa en L4-L5	472979002	NARROW	False	False	False
es-S0210-48062009000600012-1	SINTOMA	1127	1149	próstata firboelástica	276386000	EXACT	False	False	False
es-S0210-48062009000400020-1	SINTOMA	865	932	próstata mal delimitada en ambas bases, con aumento de consistencia	276387009	NARROW	False	False	False
S0004-06142007000600012-1	SINTOMA	607	649	Proteinas totales y fraccionadas: Normales	166780008	EXACT	False	False	False
es-S0212-71992005001100007-1	SINTOMA	2311	2341	Proteinuria de cadenas ligeras	17928001	EXACT	False	False	False
es-S1137-66272014000100019-1	SINTOMA	191	281	protrusión redondeada, blanda, y no dolorosa en la cara lateral derecha de la pared rectal	248523006	NARROW	False	False	False
es-S0212-71992004001100006-1	SINTOMA	54	71	protusión frontal	90145001	EXACT	False	False	True
es-S0212-71992004001100006-1	SINTOMA	1328	1353	protusión frontal derecha	90145001	NARROW	False	False	False
es-S0210-48062006000700012-1	SINTOMA	1264	1328	punción transperineal ecodirigida obteniendo contenido purulento	418844005	NARROW	False	False	True
es-S1137-66272015000200019-2	SINTOMA	661	710	punto más doloroso en la unión de la 10a costilla	298740004	NARROW	False	False	True
es-S0376-78922009000100014-1	SINTOMA	528	543	punto sangrante	43696002	EXACT	False	False	False
es-S0365-66912007000900016-1	SINTOMA	306	384	puntos blancos de 100-200 micras más numerosos en el área temporal a la mácula	247138002	NARROW	False	False	True
es-S1134-80462009000500006-1	SINTOMA	1241	1280	puntos gatillo en la zona paravertebral	134190002	NARROW	False	False	False
es-S1698-69462006000100006-1	SINTOMA	725	804	puntos gatillo en músculos maseteros y esterno-cleido-mastoideos de ambos lados	134190002	NARROW	False	False	False
es-S0376-78922007000300006-3	SINTOMA	610	641	pus dentro de la vaina sinovial	302940000	NARROW	False	False	False
S0004-06142007000600012-1	SINTOMA	1105	1113	quiluria	91098006	EXACT	False	False	False
es-S0210-48062004000200011-1	SINTOMA	1232	1280	Radiografía de tórax, mínima congestión vascular	15232001	EXACT	False	False	False
es-S1130-01082010000200011-1	SINTOMA	736	780	radiografía simple de abdomen que fue normal	168703000	EXACT	False	False	False
es-S1130-14732005000300004-1	SINTOMA	2854	2896	raíces de C2 y C3 derechas quedan indemnes	246595001	NARROW	False	False	False
es-S0376-78922008000400008-1	SINTOMA	1245	1329	rash exantemático instalado en dirección céfalo-caudal máculopapular, no pruriginoso	398600002	NARROW	False	False	False
es-S1698-44472004000400011-1	SINTOMA	1036	1054	reabsorción apical	109588005	EXACT	False	False	False
es-S0212-71992004001100006-1	SINTOMA	3236	3309	realce meníngeo anormal difuso más prominente en región frontal izquierda	16079691000119105	NARROW	False	False	False
es-S0378-48352004001000003-1	SINTOMA	723	778	reborde costal derecho dolorosa a la palpación profunda	161977000	EXACT	False	False	False
es-S0378-48352005000100005-2	SINTOMA	141	177	receptores hormonales eran positivos	417742002	EXACT	False	False	True
es-S1130-01082008001000008-1	SINTOMA	269	328	recto anterior derecho, muy doloroso y de consistencia dura	28221000119103	NARROW	False	False	False
es-S0376-78922008000400008-1	SINTOMA	4571	4594	reepitelización corneal	246966003	NARROW	False	False	False
es-S1134-80462014000300009-1	SINTOMA	850	879	reflejo cremastérico positivo	274608007	EXACT	False	False	False
es-S1139-76322016000300009-1	SINTOMA	543	572	Reflejo cremastérico presente	274608007	EXACT	False	False	False
es-S0365-66912007000100009-1	SINTOMA	1582	1609	reflejos pupilares normales	386665002	EXACT	False	False	False
es-S0365-66912007001000008-1	SINTOMA	2058	2089	reflejos pupilares son normales	386665002	EXACT	False	False	False
es-S1130-05582017000300150-3	SINTOMA	433	476	regeneración ósea espontánea hemimandibular	370549005	NARROW	False	False	False
es-S1130-01082007000100009-1	SINTOMA	634	711	región glútea y perianal múltiples lesiones nodulares con zonas cicatriciales	400037008	NARROW	False	False	False
es-S0210-48062005000700012-1	SINTOMA	799	837	región ilíaca izquierda está empastada	307135001	NARROW	False	False	False
es-S0210-48062006000900012-2	SINTOMA	1723	1745	residuo post-miccional	54598009	EXACT	False	False	False
es-S1134-80462015000500005-1	SINTOMA	840	914	resonancia magnética nuclear (RMN) de columna completa no mostró anomalías	169082008	NARROW	True	False	False
es-S0211-57352011000400009-1	SINTOMA	3557	3587	responde a estímulos dolorosos	450847001	EXACT	False	False	False
es-S0376-78922009000400011-1	SINTOMA	927	954	restos del aguijón venenoso	72587008	NARROW	False	False	False
es-S1130-01082009000500007-1	SINTOMA	649	675	restos fecales compactados	75295004	EXACT	False	False	False
es-S1137-66272014000200011-1	SINTOMA	3152	3216	restos post-tiroidectomía de localización en la cámara posterior	56823000	NARROW	False	False	True
es-S1698-44472004000200012-1	SINTOMA	841	859	restos radiculares	66569006	EXACT	False	False	False
es-S1698-44472004000200012-1	SINTOMA	1011	1029	restos radiculares	66569006	EXACT	False	False	False
es-S1698-44472004000200012-1	SINTOMA	1264	1292	restos radiculares maxilares	66569006	EXACT	False	False	False
es-S0211-69952009000600023-1	SINTOMA	2132	2174	restricción de la mancha ciega (aumentada)	1151008	NARROW	False	False	True
es-S0376-78922009000300005-1	SINTOMA	3340	3363	restricción del perineo	289875004	EXACT	False	False	False
es-S0365-66912008000700010-1	SINTOMA	240	275	restricción en las ducciones del OD	456161000124109	NARROW	True	False	True
es-S0365-66912010000700004-1	SINTOMA	968	1001	retención generalizada de fluidos	43498006	EXACT	False	False	False
es-S0365-66912007000100010-1	SINTOMA	551	571	retracción palpebral	700344004	EXACT	False	False	False
es-S0365-66912007000100010-1	SINTOMA	2359	2388	retracción palpebral superior	700344004	EXACT	False	False	False
es-S0365-66912007000100010-1	SINTOMA	1149	1200	retracción palpebral superior de 3 mm en ambos ojos	11718531000119109	EXACT	False	False	False
es-S0376-78922011000500012-1	SINTOMA	665	677	riesgo vital	135819008	EXACT	False	False	True
es-S1130-05582003000600004-2	SINTOMA	940	1017	rinoscopia anterior no mostró alteraciones del suelo o de las paredes nasales	164179004	NARROW	False	False	False
es-S1887-85712014000100005-1	SINTOMA	857	873	Romberg negativo	298311000	EXACT	False	False	False
S0004-06142007000600012-1	SINTOMA	650	687	RX de cadera: Ausencia de lesión ósea	168661005	EXACT	True	False	True
es-S1130-14732005000300004-1	SINTOMA	2902	2918	saco dural libre	299729001	NARROW	False	False	True
es-S1139-76322016000300015-1	SINTOMA	1289	1345	salida abundante de líquido claro del centro del ombligo	35745008	NARROW	False	False	False
es-S1887-85712016000100005-1	SINTOMA	2462	2486	sangrado activo arterial	234003006	EXACT	False	False	False
es-S0365-66912007001200009-1	SINTOMA	1094	1120	sangrado activo de la AMIR	93478000	NARROW	True	False	True
es-S0004-06142008000400016-1	SINTOMA	690	710	sangrado con el roce	248251001	NARROW	False	False	False
es-S0376-78922009000100014-1	SINTOMA	79	128	sangrado de una tumoración localizada en el brazo	396560002	NARROW	False	False	True
es-S1130-01082005001100017-2	SINTOMA	614	635	sangrado intratumoral	396560002	EXACT	False	False	False
es-S1135-76062013000200010-1	SINTOMA	749	799	sangrado reciente, que comprime el lóbulo hepático	16763008	EXACT	False	False	False
es-S1137-66272016000200010-1	SINTOMA	211	249	sangre oculta en heces (TSOH) positivo	59614000	EXACT	True	False	False
es-S1134-80462015000200005-1	SINTOMA	1477	1522	saturación de oxígeno dentro de la normalidad	448225001	EXACT	False	False	False
es-S0376-78922008000400008-1	SINTOMA	1173	1213	secreción purulenta de ambas conjuntivas	423243008	EXACT	False	False	False
es-S1130-05582009000600004-1	SINTOMA	907	945	secreción salival se presentaba normal	300269008	EXACT	False	False	False
es-S0365-66912007000900010-1	SINTOMA	828	864	sector nasal de una masa amelanótica	127002001	NARROW	False	False	True
es-S2254-28842014000200009-1	SINTOMA	2760	2766	sedada	17971005	EXACT	False	False	False
es-S0210-48062006000700012-1	SINTOMA	214	234	sedimento patológico	167222005	NARROW	False	False	False
es-S0210-48062007000300014-1	SINTOMA	1595	1656	semen: Aspecto normal, licuefacción normal, viscosidad normal	167768009	EXACT	False	False	False
es-S1134-80462015000500005-1	SINTOMA	349	384	"sensación de ""descargas eléctricas"""	723316007	EXACT	False	False	False
es-S0211-57352011000400009-1	SINTOMA	1671	1700	sensación de muerte inminente	712759008	NARROW	False	False	False
es-S0212-16112009000600018-1	SINTOMA	1868	1909	sensación de plenitud postpandrial precoz	442076002	EXACT	False	False	False
es-S1137-66272011000300024-1	SINTOMA	1137	1160	Sensibilidad vibratoria	299932007	EXACT	False	False	False
es-S1137-66272012000100017-1	SINTOMA	2502	2697	sensible a todos los antibióticos testados (ampicilina, amoxicilina-ácido clavulánico, azitromicina, levofloxacino, ciprofloxacino, cefotaxima, cefuroxima, imipenen, cotrimoxazol y tetraciclinas)	168201002	NARROW	False	False	False
es-S0365-66912012000800005-1	SINTOMA	1477	1552	separación de las capas internas de la retina en comunicación con la foseta	302890002	EXACT	False	False	False
es-S0212-71992004000300009-1	SINTOMA	1433	1464	serología positiva para Paperas	105821000119107	EXACT	False	False	False
es-S0212-71992008000700009-1	SINTOMA	1248	1351	sien derecha y del plano torácico anterior se podía apreciar la dilatación de la red venosa superficial	161992004	NARROW	False	False	False
es-S1134-80462005000300004-1	SINTOMA	2692	2727	signo de Lasegue positivo bilateral	298692000	EXACT	False	False	False
es-S1699-695X2015000200010-1	SINTOMA	1482	1512	signo de Phalen mediano dudoso	21124006	NARROW	False	False	False
es-S0210-48062005000700012-1	SINTOMA	848	872	signo del psoas positivo	77069005	EXACT	False	False	False
es-S1139-76322013000200009-1	SINTOMA	612	630	signos cerebelosos	223176004	EXACT	False	False	True
es-S0212-71992004001100006-1	SINTOMA	1360	1407	signos cutáneos de hipervascularización craneal	247475002	NARROW	False	False	False
es-S0213-12852003000500002-1	SINTOMA	2164	2233	signos de crecimiento y sobrecarga sistólica del ventrículo izquierdo	25488008	EXACT	False	False	True
es-S0378-48352006000300005-1	SINTOMA	1119	1175	signos inflamatorios inespecíficos en el árbol bronquial	897306006	NARROW	False	False	False
es-S0212-71992004001100006-1	SINTOMA	3117	3169	signos lesivo-irritativos en área temporal izquierda	276596008	NARROW	False	False	True
es-S1889-836X2015000200005-2	SINTOMA	1798	1813	síntomas en pie	699370008	EXACT	False	False	False
es-S1130-05582010000200004-1	SINTOMA	618	670	síntomas inflamatorios en la zona radiada, con dolor	65761003	NARROW	False	False	True
es-S0211-57352011000400009-1	SINTOMA	1558	1582	sintomatología depresiva	394924000	EXACT	False	False	False
es-S0211-57352011000400009-1	SINTOMA	2487	2511	sintomatología depresiva	394924000	EXACT	False	False	False
es-S0210-48062004000500009-1	SINTOMA	234	259	sintomatología prostática	30041000119101	EXACT	False	False	False
es-S0210-48062009000600012-1	SINTOMA	1016	1041	sintomatología prostática	30041000119101	EXACT	False	False	False
es-S0211-57352013000300011-1	SINTOMA	4499	4532	Sintomatología psicótica positiva	280427006	EXACT	False	False	False
es-S1889-836X2015000200005-2	SINTOMA	3060	3078	sobrecarga del pie	118932009	NARROW	False	False	True
es-S0211-57352013000300011-1	SINTOMA	279	287	sociable	286720003	EXACT	False	False	False
es-S1698-69462006000100006-1	SINTOMA	88	106	somnolencia diurna	141000119100	EXACT	False	False	False
es-S1137-66272016000300010-1	SINTOMA	814	868	soplo sistólico panfocal de predominio en foco aórtico	82184000	EXACT	False	False	False
es-S1138-123X2004000100006-2	SINTOMA	88	103	succión digital	55644006	EXACT	False	False	True
es-S1699-695X2015000200010-1	SINTOMA	758	798	sudoración y enrojecimiento de las manos	248248008	NARROW	False	False	False
es-S0213-12852005000400003-1	SINTOMA	244	268	superficie como ulcerada	56208002	EXACT	False	False	True
es-S1130-14732006000200011-1	SINTOMA	2220	2254	tabla externa adelgazada y elevada	301314001	NARROW	False	False	True
es-S1130-14732006000200011-1	SINTOMA	2060	2135	tabla interna estaba adelgazada, con abalonamiento irregular y defecto óseo	301314001	NARROW	False	False	False
es-S0365-66912007000100009-1	SINTOMA	937	990	TAC orbitario urgente en el que aparece engrosamiento	445398008	NARROW	True	False	True
es-S0212-71992005000400007-1	SINTOMA	2147	2169	tamaño hepático normal	300337001	EXACT	False	False	False
es-S1699-695X2015000300013-1	SINTOMA	902	921	temblor fino distal	42800007	EXACT	False	False	False
es-S1130-01082005001200011-1	SINTOMA	1025	1069	test de absorción de la D-xilosa, fue normal	167203001	EXACT	False	False	False
S0004-06142007000200017-1	SINTOMA	512	539	teste izquierdo hipotrófico	17585008	EXACT	False	False	False
es-S0210-48062007000300014-1	SINTOMA	810	850	testículo derecho de consistencia normal	302031001	EXACT	False	False	False
S0004-06142007000200017-1	SINTOMA	1799	1827	testículo izquierdo atrófico	17585008	EXACT	False	False	False
es-S0210-48062007000300014-1	SINTOMA	674	716	testículo izquierdo con volumen disminuido	276411001	EXACT	False	False	False
S0004-06142007000200017-1	SINTOMA	220	273	testículo izquierdo hipogénico y disminuido de tamaño	276411001	EXACT	False	False	False
es-S0211-69952012000500025-1	SINTOMA	633	639	thrill	271658004	EXACT	False	False	True
es-S1137-66272016000300010-1	SINTOMA	1033	1043	timpanismo	297209005	EXACT	False	False	True
es-S1139-76322009000100006-1	SINTOMA	698	714	tiraje subcostal	8453006	EXACT	False	False	False
es-S1699-695X2015000300013-1	SINTOMA	2075	2139	tiroidea, que en nuestro caso mostraba una hipercaptación difusa	441905004	NARROW	False	False	False
es-S0212-16112011000300031-1	SINTOMA	2495	2520	tolerancia oral era buena	251387006	NARROW	False	False	False
es-S1138-123X2004000100006-2	SINTOMA	1051	1067	tonicidad labial	366235006	EXACT	False	False	False
es-S1130-01082005001200011-1	SINTOMA	2360	2405	tono y la fuerza muscular estaban conservados	827065006	EXACT	False	False	False
es-S0365-66912004000900009-1	SINTOMA	524	544	tortuosidad vascular	420515004	EXACT	False	False	True
es-S0378-48352006000300005-1	SINTOMA	3276	3312	tracto fibroso residual en el pulmón	51615001	NARROW	False	False	False
es-S1137-66272012000300023-1	SINTOMA	2512	2589	tramos distales de ileon, la presencia de abundantes restos hemáticos frescos	95535005	EXACT	False	False	False
es-S1698-69462006000200016-1	SINTOMA	801	826	transmigración del canino	234947003	NARROW	False	False	True
es-S0211-69952012000500025-1	SINTOMA	1318	1330	trasplantado	737294004	EXACT	False	False	False
es-S0211-69952012000500025-1	SINTOMA	459	471	trasplantado	737294004	EXACT	False	False	False
es-S1137-66272016000300010-1	SINTOMA	1337	1361	trastornos de conducción	44808001	EXACT	False	False	True
es-S1134-80462005000300004-1	SINTOMA	904	926	trastornos miccionales	252030006	EXACT	False	False	False
es-S1888-75462015000400006-1	SINTOMA	1303	1325	Trendelenburg negativo	299316003	EXACT	False	False	False
es-S0004-06142008000300012-1	SINTOMA	2901	2917	tricúspide libre	301111004	EXACT	False	False	True
es-S1887-85712012000400006-1	SINTOMA	1981	2058	trompa de Falopio derecha la cual está adherida a la pared abdominal anterior	15933661000119109	NARROW	False	False	False
es-S0210-48062006000700012-1	SINTOMA	585	649	tumefacción en la zona perineal con enrojecimiento y calor local	124734007	NARROW	False	False	False
